index,model,emotion,file,audio_path,label,transcription,label_clean,transcription_clean,wer,reference_words,hits,substitutions,deletions,insertions,language,language_probability,status
15,a2,fearful,000015_a2_fearful.wav,/srv/RL_project/repo/outputs/wav/000015_a2_fearful.wav,"gua2 khuann3-mai7--leh4,he1 ping5-khe1--lah4.",Speak very slow way khuan5 theh8 me2 se1 iok4 thenn3 pinn1 phainn2 neh4 phong5,gua2 khuann3 mai7 leh4 he1 ping5 khe1 lah4,Speak very slow way khuan5 theh8 me2 se1 iok4 thenn3 pinn1 phainn2 neh4 phong5,1.75,8,0,8,0,6,zh,1,ok
16,a2,surprised,000016_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000016_a2_surprised.wav,"gua2 tsai1--ah4,hit4 thau5 uat4-lai5-uat4-khi3 na2 tsit8-bue2 peh8-tsua5--e5 si7 sik8-tsi2 thang3 ping5-khe1 e5 sik8-ping5 kong1-loo7.",speak very slowly koo2 tsai3 na7 ho2 tshau2 phi2 kuat4 tshai7 phi2 mua2 khi2 tue3 nau2 tshit4 thih4 bue5 ua2 phiat4 tsua2 pi1 e5 tsheh4 khaih4 tsi3 thau3 tsua2 e5 ping1 phi1 khoo1 e5 sai1 kheh4 ping1 phai2 kong2 nng7 leh4 seh4,gua2 tsai1 ah4 hit4 thau5 uat4 lai5 uat4 khi3 na2 tsit8 bue2 peh8 tsua5 e5 si7 sik8 tsi2 thang3 ping5 khe1 e5 sik8 ping5 kong1 loo7,speak very slowly koo2 tsai3 na7 ho2 tshau2 phi2 kuat4 tshai7 phi2 mua2 khi2 tue3 nau2 tshit4 thih4 bue5 ua2 phiat4 tsua2 pi1 e5 tsheh4 khaih4 tsi3 thau3 tsua2 e5 ping1 phi1 khoo1 e5 sai1 kheh4 ping1 phai2 kong2 nng7 leh4 seh4,1.5384615384615385,26,2,24,0,16,zh,1,ok
17,a2,surprised,000017_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000017_a2_surprised.wav,kok4-tiong1 khah4 kue3--lai5 to7-si7 tsioh8 sun2-tsiam1.,speed very slowly khong1 khong1 tsiong1 khua1 thui5 neh4 phinn3 tseh4 siong7 tsiong3 hong5 tsiong1 tsiann5 hong5,kok4 tiong1 khah4 kue3 lai5 to7 si7 tsioh8 sun2 tsiam1,speed very slowly khong1 khong1 tsiong1 khua1 thui5 neh4 phinn3 tseh4 siong7 tsiong3 hong5 tsiong1 tsiann5 hong5,1.7,10,0,10,0,7,zh,1,ok
18,a2,neutral,000018_a2_neutral.wav,/srv/RL_project/repo/outputs/wav/000018_a2_neutral.wav,bo5 siann2 sing5 tik4-sun2 neh4!,spec very slowly bo5 phian1 too7 sin1 phiat4 e5 thiok8 pho7 su7 neh4,bo5 siann2 sing5 tik4 sun2 neh4,spec very slowly bo5 phian1 too7 sin1 phiat4 e5 thiok8 pho7 su7 neh4,1.8333333333333333,6,2,4,0,7,zh,1,ok
19,a2,fearful,000019_a2_fearful.wav,/srv/RL_project/repo/outputs/wav/000019_a2_fearful.wav,ui3 ping5-khe1 hit4-ping5 khuann3--kue3--lai5 toh8 tsin1 sing5.,Speak very slow ui3 ping5 kheh4 huah4 ping1 kip4 khuan2 thui1 pian7 nia2 phinn3 thiu1 khuai3 te3 tsiah4 tsin1 khai3,ui3 ping5 khe1 hit4 ping5 khuann3 kue3 lai5 toh8 tsin1 sing5,Speak very slow ui3 ping5 kheh4 huah4 ping1 kip4 khuan2 thui1 pian7 nia2 phinn3 thiu1 khuai3 te3 tsiah4 tsin1 khai3,1.5454545454545454,11,3,8,0,9,zh,1,ok
20,a2,disgusted,000020_a2_disgusted.wav,/srv/RL_project/repo/outputs/wav/000020_a2_disgusted.wav,"tan2 thinn1-khi3 khah4 liang5 e5 si5,lan2 e7-sai2 lai5-khi3 hia1 tshit4-tho5.",Speak very slowly tian2 to3 e5 khi3 thui3 khah4 tiam3 hai5 hi1 kua3 lan2 to7 mai3 sik4 khi3 thui3 hia1 tshit4 tho3,tan2 thinn1 khi3 khah4 liang5 e5 si5 lan2 e7 sai2 lai5 khi3 hia1 tshit4 tho5,Speak very slowly tian2 to3 e5 khi3 thui3 khah4 tiam3 hai5 hi1 kua3 lan2 to7 mai3 sik4 khi3 thui3 hia1 tshit4 tho3,1.0666666666666667,15,6,9,0,7,zh,1,ok
21,a2,disgusted,000021_a2_disgusted.wav,/srv/RL_project/repo/outputs/wav/000021_a2_disgusted.wav,"li2 u7-kau3 gua7-hang5,siann2-mih8 sann1-ki1 hiunn1?he1 si7 hiap8-ho5 huat4-tian7-tshiunn2.",Speak very slowly it is when caughtory. Gwaizbin hang5 khuai3 sann1 noo2 tsing3 hing5 thong5 thiong2 leh4 hia1 phoo1 phih4 huat4 poo1 a2 tsian1 sin1 tok8,li2 u7 kau3 gua7 hang5 siann2 mih8 sann1 ki1 hiunn1 he1 si7 hiap8 ho5 huat4 tian7 tshiunn2,Speak very slowly it is when caughtory Gwaizbin hang5 khuai3 sann1 noo2 tsing3 hing5 thong5 thiong2 leh4 hia1 phoo1 phih4 huat4 poo1 a2 tsian1 sin1 tok8,1.411764705882353,17,2,15,0,9,zh,1,ok
22,a2,sad,000022_a2_sad.wav,/srv/RL_project/repo/outputs/wav/000022_a2_sad.wav,"lang5 teh4 kong2-tshio3--e5--lah4,bian2 hiah4 ting2-tsin1!",Speak very slowly lang5 ti7 pho7 kong2 tshut4 tshioh4 tui1 phih4 lak8 bio7 ia2 puann3 too1 tsi2 nua7,lang5 teh4 kong2 tshio3 e5 lah4 bian2 hiah4 ting2 tsin1,Speak very slowly lang5 ti7 pho7 kong2 tshut4 tshioh4 tui1 phih4 lak8 bio7 ia2 puann3 too1 tsi2 nua7,1.6,10,2,8,0,8,zh,1,ok
23,a2,neutral,000023_a2_neutral.wav,/srv/RL_project/repo/outputs/wav/000023_a2_neutral.wav,"bun5-peh4--a2,tsiann3-tshiu2-ping5 hit4-liap8......?",sleep there slowly phua3 e5 thui5 tsiah4 thui1 tshiu1 thok8 phai2 hip hop,bun5 peh4 a2 tsiann3 tshiu2 ping5 hit4 liap8,sleep there slowly phua3 e5 thui5 tsiah4 thui1 tshiu1 thok8 phai2 hip hop,1.625,8,0,8,0,5,zh,1,ok
24,a2,angry,000024_a2_angry.wav,/srv/RL_project/repo/outputs/wav/000024_a2_angry.wav,"hit4-liap8 kio3-tso3 ke1-lang5-khit8,koh4-khah4 kue3--lai5 hit4-liap8 to7-si7 ke1-lang5-suann1.","Sweet very slowly he pulled it out, khah4 tsho3 ke1 nng7 pi2 the3 khau3 khah4 gueh8 lai5 phih4 khi3 mia5 phue1 tse1 phinn1 sim1 ke1 liau2 suann1 neh4",hit4 liap8 kio3 tso3 ke1 lang5 khit8 koh4 khah4 kue3 lai5 hit4 liap8 to7 si7 ke1 lang5 suann1,Sweet very slowly he pulled it out khah4 tsho3 ke1 nng7 pi2 the3 khau3 khah4 gueh8 lai5 phih4 khi3 mia5 phue1 tse1 phinn1 sim1 ke1 liau2 suann1 neh4,1.2777777777777777,18,5,13,0,10,zh,1,ok
25,a2,neutral,000025_a2_neutral.wav,/srv/RL_project/repo/outputs/wav/000025_a2_neutral.wav,"to7-si7 ti7 kau2-hun7-a2 hu7-kin7--mah4,kin1-ni5 sann1--gueh8 gun2 u7 khi3 hia1 tshit4-tho5.",peh8 very slowly teh4 tsap8 bin7 theh4 bian7 khau1 thoo2 senn1 bin7 khin3 ma7 phing7 king1 li7 phih4 sann1 nng7 mih4 gun2 too7 iu7 tsit8 bin7 khi3 loo7 tshit4 thoo5 phih4,to7 si7 ti7 kau2 hun7 a2 hu7 kin7 mah4 kin1 ni5 sann1 gueh8 gun2 u7 khi3 hia1 tshit4 tho5,peh8 very slowly teh4 tsap8 bin7 theh4 bian7 khau1 thoo2 senn1 bin7 khin3 ma7 phing7 king1 li7 phih4 sann1 nng7 mih4 gun2 too7 iu7 tsit8 bin7 khi3 loo7 tshit4 thoo5 phih4,1.4210526315789473,19,4,15,0,12,zh,1,ok
26,a2,happy,000026_a2_happy.wav,/srv/RL_project/repo/outputs/wav/000026_a2_happy.wav,tsit4-khuan2 thinn1 peh4 ke1-lang5-suann1 pau1-nia2 li2 phak8 kah4 pinn3 poo2.,Speak very slowly tsit8 khuan5 too5 thinn1 nooh8 peh4 khe1 nng7 suann1 e5 poo1 ne1 too3 li2 too3 phah4 khi3 te7 kui3 poo2 too3,tsit4 khuan2 thinn1 peh4 ke1 lang5 suann1 pau1 nia2 li2 phak8 kah4 pinn3 poo2,Speak very slowly tsit8 khuan5 too5 thinn1 nooh8 peh4 khe1 nng7 suann1 e5 poo1 ne1 too3 li2 too3 phah4 khi3 te7 kui3 poo2 too3,1.3571428571428572,14,5,9,0,10,zh,1,ok
27,a2,sad,000027_a2_sad.wav,/srv/RL_project/repo/outputs/wav/000027_a2_sad.wav,kui1-liap8 suann1 bo5 kui2-tsang5 tshiu7-a2 thang1 jia1 lit8-thau5.,Speak very slowly khue1 ting2 tshua7 noo2 tai5 poo1 ki1 kui1 kua1 tshio3 khi3 koh4 to2 le5 teh4 thau5 phih4,kui1 liap8 suann1 bo5 kui2 tsang5 tshiu7 a2 thang1 jia1 lit8 thau5,Speak very slowly khue1 ting2 tshua7 noo2 tai5 poo1 ki1 kui1 kua1 tshio3 khi3 koh4 to2 le5 teh4 thau5 phih4,1.5833333333333333,12,1,11,0,8,zh,1,ok
28,a2,neutral,000028_a2_neutral.wav,/srv/RL_project/repo/outputs/wav/000028_a2_neutral.wav,to3-ping5 hng7-hng7 siong7-kuan5 hit4-liap8 suann1 si7-m7-si7 tshit4-tshenn1-suann1?,Speak very slowly thok8 ke1 gua7 e5 ha5 bing7 tshiong1 hi1 phinn1 thuan5 nng5 e5 me5 se3 phiat4 tshit4 phoo7 se2 nua7 u2,to3 ping5 hng7 hng7 siong7 kuan5 hit4 liap8 suann1 si7 m7 si7 tshit4 tshenn1 suann1,Speak very slowly thok8 ke1 gua7 e5 ha5 bing7 tshiong1 hi1 phinn1 thuan5 nng5 e5 me5 se3 phiat4 tshit4 phoo7 se2 nua7 u2,1.4666666666666666,15,1,14,0,8,zh,1,ok
29,a2,surprised,000029_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000029_a2_surprised.wav,iong7 siang1-kha1 ai3 tai5-uan5.,speak very slow iong7 tshiang5 kong2 khah4 e7 thai3 e5 the3 m7 huan5,iong7 siang1 kha1 ai3 tai5 uan5,speak very slow iong7 tshiang5 kong2 khah4 e7 thai3 e5 the3 m7 huan5,2.0,6,1,5,0,7,zh,1,ok
30,a2,surprised,000030_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000030_a2_surprised.wav,koh4 tui3 tai5-uan5 bue2 kiann5 kau3 tai5-uan5 thau5.,Speak very slowly koo2 thui1 the2 uan5 pue2 too7 tsiah4 bing5 ian1 kau2 thui3,koh4 tui3 tai5 uan5 bue2 kiann5 kau3 tai5 uan5 thau5,Speak very slowly koo2 thui1 the2 uan5 pue2 too7 tsiah4 bing5 ian1 kau2 thui3,1.3,10,1,9,0,4,zh,1,ok
31,a2,surprised,000031_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000031_a2_surprised.wav,tsit8 poo7 tsit8 kha1-in3.,Speak very slowly theh8 pearls with tsit8 theh8 kha1 nia2 thui1,tsit8 poo7 tsit8 kha1 in3,Speak very slowly theh8 pearls with tsit8 theh8 kha1 nia2 thui1,1.8,5,2,3,0,6,zh,1,ok
32,a2,disgusted,000032_a2_disgusted.wav,/srv/RL_project/repo/outputs/wav/000032_a2_disgusted.wav,iong7 siong7 khiam1-pi1 e5 thai7-too7.,"speed very slowly are tshiong5 peh8 me5 peh8 pace, there is a van driven.",iong7 siong7 khiam1 pi1 e5 thai7 too7,speed very slowly are tshiong5 peh8 me5 peh8 pace there is a van driven,2.0,7,0,7,0,7,zh,1,ok
33,a2,neutral,000033_a2_neutral.wav,/srv/RL_project/repo/outputs/wav/000033_a2_neutral.wav,khi3 tshin1-kin7 tsit4 te3 tshiann5-iong2 ka1-ti7 e5 thoo2-te7.,speed very slowly khi3 thu2 thinn1 tshin1 ting1 lik8 tsit8 the1 tshia1 biong2 ting5 khe1 ni5 thih4 pi5 e2 se1 thoo2 te7 phi1 phi1,khi3 tshin1 kin7 tsit4 te3 tshiann5 iong2 ka1 ti7 e5 thoo2 te7,speed very slowly khi3 thu2 thinn1 tshin1 ting1 lik8 tsit8 the1 tshia1 biong2 ting5 khe1 ni5 thih4 pi5 e2 se1 thoo2 te7 phi1 phi1,1.6666666666666667,12,4,8,0,12,zh,1,ok
34,a2,surprised,000034_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000034_a2_surprised.wav,"khuann3-tioh8 lik8-sik4 e5 suann1-meh8,uan1-lai5-uat4-khi3 e5 ho5-liu5,sik8-sai7 e5 tshan5-hng5.",Speak very slowly khuann3 li7 tsik4 FA suann1 ni5 phinn3 khuan2 au7 lai5 phiat4 buat8 phu3 hi3 phok8 hi3 khi3 phih4 seh8 khi2 tho2 se2 bi7 si7 guan2 tsiann3,khuann3 tioh8 lik8 sik4 e5 suann1 meh8 uan1 lai5 uat4 khi3 e5 ho5 liu5 sik8 sai7 e5 tshan5 hng5,Speak very slowly khuann3 li7 tsik4 FA suann1 ni5 phinn3 khuan2 au7 lai5 phiat4 buat8 phu3 hi3 phok8 hi3 khi3 phih4 seh8 khi2 tho2 se2 bi7 si7 guan2 tsiann3,1.368421052631579,19,3,16,0,10,zh,1,ok
35,a2,sad,000035_a2_sad.wav,/srv/RL_project/repo/outputs/wav/000035_a2_sad.wav,"sun5-phok4 e5 hiong1-tin3,be5-lang5 e5 hai2-huann7,hiong1-tshin1 tshin1-tshiat4 e5 tshio3-iong5....",speak very slowly suinn5 phok8 e5 hiong5 tshiong2 sinn1 phinn1 ui5 lang5 e7 phih4 hoo7 huah4 hiong1 kong1 tshinn1 nua7 tshit4 loh8 e5 he7 phio3 khi2,sun5 phok4 e5 hiong1 tin3 be5 lang5 e5 hai2 huann7 hiong1 tshin1 tshin1 tshiat4 e5 tshio3 iong5,speak very slowly suinn5 phok8 e5 hiong5 tshiong2 sinn1 phinn1 ui5 lang5 e7 phih4 hoo7 huah4 hiong1 kong1 tshinn1 nua7 tshit4 loh8 e5 he7 phio3 khi2,1.2941176470588236,17,4,13,0,9,zh,1,ok
36,a2,fearful,000036_a2_fearful.wav,/srv/RL_project/repo/outputs/wav/000036_a2_fearful.wav,sim1-kuann1-thau5 tiann7-tioh8 u7 mua2-mua2 e5 kam2-tshiok4 kah4 kam2-tong7.,I must be very sorry si7 bian2 tsian3 ho2 iu5 su1 bian2 mua5 pong7 mua5 as if kam1 thoo2 tshioh4 kah4 kam1 thoo2 tong5 sian1,sim1 kuann1 thau5 tiann7 tioh8 u7 mua2 mua2 e5 kam2 tshiok4 kah4 kam2 tong7,I must be very sorry si7 bian2 tsian3 ho2 iu5 su1 bian2 mua5 pong7 mua5 as if kam1 thoo2 tshioh4 kah4 kam1 thoo2 tong5 sian1,1.7142857142857142,14,1,13,0,11,zh,1,ok
37,a2,fearful,000037_a2_fearful.wav,/srv/RL_project/repo/outputs/wav/000037_a2_fearful.wav,Terry si7 tsit8 e5 tsin1 u7 li2-siong2 kah4 tsu2-kian3 e5 tshing1-tshun1 siau3-lian5-hiann1.,"Speak very slowly, tehree seven tshit4 tshit4 tsin1 lo2 oh4 gueh8 nng7 song5 kah4 tsu1 tsu2 kian7 e5 phi2 tshin1 tshut4 tsi3 tin3 e5 phainn2 mai7",Terry si7 tsit8 e5 tsin1 u7 li2 siong2 kah4 tsu2 kian3 e5 tshing1 tshun1 siau3 lian5 hiann1,Speak very slowly tehree seven tshit4 tshit4 tsin1 lo2 oh4 gueh8 nng7 song5 kah4 tsu1 tsu2 kian7 e5 phi2 tshin1 tshut4 tsi3 tin3 e5 phainn2 mai7,1.2941176470588236,17,4,13,0,9,zh,1,ok
38,a2,happy,000038_a2_happy.wav,/srv/RL_project/repo/outputs/wav/000038_a2_happy.wav,i1 kam1-guan7 tsiam7-si5 hong3-ha7 kho1-ki1 kong1-si1 lang5-lang5 him1-sian7 e5 khang1-khue3.,Speak very slowly only khah4 moo1 kuan1 seh8 am3 tsiam7 seh8 mi5 hong5 hau7 ing5 khoo2 ni1 ke1 moo2 seh4 lang5 phinn1 lai7 khong3 khui3 khiam7 phio3,i1 kam1 guan7 tsiam7 si5 hong3 ha7 kho1 ki1 kong1 si1 lang5 lang5 him1 sian7 e5 khang1 khue3,Speak very slowly only khah4 moo1 kuan1 seh8 am3 tsiam7 seh8 mi5 hong5 hau7 ing5 khoo2 ni1 ke1 moo2 seh4 lang5 phinn1 lai7 khong3 khui3 khiam7 phio3,1.3888888888888888,18,2,16,0,9,zh,1,ok
39,a2,surprised,000039_a2_surprised.wav,/srv/RL_project/repo/outputs/wav/000039_a2_surprised.wav,hoo7 ka1-ti7 tsit8-e5-a2 khong1-kan1.,speak very slow liok8 tshah4 khang1 te7 si7 in1 sit8 the2 krip8 e5 too5 khong1 kong1 khah4 kong1 e5,hoo7 ka1 ti7 tsit8 e5 a2 khong1 kan1,speak very slow liok8 tshah4 khang1 te7 si7 in1 sit8 the2 krip8 e5 too5 khong1 kong1 khah4 kong1 e5,2.125,8,2,6,0,11,zh,1,ok
40,a2,sad,000040_a2_sad.wav,/srv/RL_project/repo/outputs/wav/000040_a2_sad.wav,tsok4-tsia2:iunn5 tsin2-ju7.,spikbello soo1 tsok4 tsioh8 niu5 phai3 tsheh4 tse3 sueh4,tsok4 tsia2:iunn5 tsin2 ju7,spikbello soo1 tsok4 tsioh8 niu5 phai3 tsheh4 tse3 sueh4,2.0,4,1,3,0,5,zh,1,ok
