index,model,emotion,file,audio_path,label,transcription,label_clean,transcription_clean,wer,reference_words,hits,substitutions,deletions,insertions,language,language_probability,status
14,indextts,happy,000014_indextts_happy.wav,/srv/RL_project/repo/outputs/wav/000014_indextts_happy.wav,kong king sit tsai tsan ang ang he si siann,kong1 jian3 kinn3 si7 pa1 lian2 tsai3 tshi1 tsang1 a2 ang5 tsian3 ang5 he1 si5 tsi1 tsian3 jian3 siann1 a2,kong king sit tsai tsan ang ang he si siann,kong jian kinn si pa lian tsai tshi tsang a ang tsian ang he si tsi tsian jian siann a,1.3,10,7,3,0,10,zh,1,ok
15,indextts,surprised,000015_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000015_indextts_surprised.wav,gua khuann mai leh he ping khe lah,gua2 khuann3 mai7 leh4 he5 ping1 khe1 lah4,gua khuann mai leh he ping khe lah,gua khuann mai leh he ping khe lah,0.0,8,8,0,0,0,zh,1,ok
16,indextts,neutral,000016_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000016_indextts_neutral.wav,gua tsai ah hit thau uat lai uat khi na tsit bue peh tsua e si sik tsi thang ping khe e sik ping kong loo,gua2 tsai1 ah4 hit4 thau5 uat4 lai5 gua2 khi3 na2 tsit8 bue2 peh8 tsuah8 e5 si7 sit8 tsi2 thang3 ping1 khe1 e5 sit8 ping5 kong1 loo7,gua tsai ah hit thau uat lai uat khi na tsit bue peh tsua e si sik tsi thang ping khe e sik ping kong loo,gua tsai ah hit thau uat lai gua khi na tsit bue peh tsuah e si sit tsi thang ping khe e sit ping kong loo,0.15384615384615385,26,22,4,0,0,zh,1,ok
17,indextts,disgusted,000017_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000017_indextts_disgusted.wav,kok tiong khah kue lai to si tsioh sun tsiam,kok4 tiong1 khah4 kue3 lai5 to7 si7 tsioh8 sun2 tsiam1,kok tiong khah kue lai to si tsioh sun tsiam,kok tiong khah kue lai to si tsioh sun tsiam,0.0,10,10,0,0,0,zh,1,ok
18,indextts,fearful,000018_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav/000018_indextts_fearful.wav,bo siann sing tik sun neh,bo5 siann1 a2 e5 sing5 ting7 si3 lian7 sun1 e5 si2,bo siann sing tik sun neh,bo siann a e sing ting si lian sun e si,1.1666666666666667,6,4,2,0,5,zh,1,ok
19,indextts,disgusted,000019_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000019_indextts_disgusted.wav,ui ping khe hit ping khuann kue lai toh tsin sing,hui1 ping5 khe1 hit4 ping5 khuann3 kue3 lai5 to7 tsin1 sing5,ui ping khe hit ping khuann kue lai toh tsin sing,hui ping khe hit ping khuann kue lai to tsin sing,0.18181818181818182,11,9,2,0,0,zh,1,ok
20,indextts,angry,000020_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000020_indextts_angry.wav,tan thinn khi khah liang e si lan e sai lai khi hia tshit tho,tan2 thinn1 khi3 khah4 liang5 e5 si5 lan2 e7 sai2 lai5 khi3 hia1 tshit4 tho5,tan thinn khi khah liang e si lan e sai lai khi hia tshit tho,tan thinn khi khah liang e si lan e sai lai khi hia tshit tho,0.0,15,15,0,0,0,zh,1,ok
21,indextts,surprised,000021_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000021_indextts_surprised.wav,li u kau gua hang siann mih sann ki hiunn he si hiap ho huat tian tshiunn,li2 u7 kau3 gua7 hang5 siann2 mih4 sann1 ki1 hiunn1 he1 si7 hiap8 ho5 huat4 tian2 tshiunn2,li u kau gua hang siann mih sann ki hiunn he si hiap ho huat tian tshiunn,li u kau gua hang siann mih sann ki hiunn he si hiap ho huat tian tshiunn,0.0,17,17,0,0,0,zh,1,ok
22,indextts,surprised,000022_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000022_indextts_surprised.wav,lang teh kong tshio e lah bian hiah ting tsin,lang5 leh4 kong2 tshio3 e5 lah4 bian2 hiah4 ting2 tsin1,lang teh kong tshio e lah bian hiah ting tsin,lang leh kong tshio e lah bian hiah ting tsin,0.1,10,9,1,0,0,zh,1,ok
23,indextts,angry,000023_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000023_indextts_angry.wav,bun peh a tsiann tshiu ping hit liap,bun5 peh4 a2 tsiann3 tshiu2 ping5 hit4 liap8,bun peh a tsiann tshiu ping hit liap,bun peh a tsiann tshiu ping hit liap,0.0,8,8,0,0,0,zh,1,ok
24,indextts,surprised,000024_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000024_indextts_surprised.wav,hit liap kio tso ke lang khit koh khah kue lai hit liap to si ke lang suann,hit4 liap8 kio3 tso3 ke1 lang5 khit8 koh4 khah4 kue3 lai5 hit4 liap8 tioh8 si7 ke1 lang5 suann1,hit liap kio tso ke lang khit koh khah kue lai hit liap to si ke lang suann,hit liap kio tso ke lang khit koh khah kue lai hit liap tioh si ke lang suann,0.05555555555555555,18,17,1,0,0,zh,1,ok
25,indextts,neutral,000025_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000025_indextts_neutral.wav,to si ti kau hun a hu kin mah kin ni sann gueh gun u khi hia tshit tho,to7 si7 ti7 kau2 hun1 a2 hu7 kin1 ma7 kin1 ni5 sann1 gueh8 gun2 u7 khi3 hia1 tshit4 tho5,to si ti kau hun a hu kin mah kin ni sann gueh gun u khi hia tshit tho,to si ti kau hun a hu kin ma kin ni sann gueh gun u khi hia tshit tho,0.05263157894736842,19,18,1,0,0,zh,1,ok
26,indextts,disgusted,000026_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000026_indextts_disgusted.wav,tsit khuan thinn peh ke lang suann pau nia li phak kah pinn poo,tshit4 khuan2 thinn1 peh8 ke1 lang5 suann1 pau1 nia2 li2 phak8 kah4 pi3 poo2,tsit khuan thinn peh ke lang suann pau nia li phak kah pinn poo,tshit khuan thinn peh ke lang suann pau nia li phak kah pi poo,0.14285714285714285,14,12,2,0,0,zh,1,ok
27,indextts,angry,000027_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000027_indextts_angry.wav,kui liap suann bo kui tsang tshiu a thang jia lit thau,kui1 liap8 suann1 bo5 kui2 tsang5 tshiu7 a2 thang1 jia2 jit8 thau5,kui liap suann bo kui tsang tshiu a thang jia lit thau,kui liap suann bo kui tsang tshiu a thang jia jit thau,0.08333333333333333,12,11,1,0,0,zh,1,ok
28,indextts,surprised,000028_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000028_indextts_surprised.wav,to ping hng hng siong kuan hit liap suann si m si tshit tshenn suann,to3 ping5 hng7 hng7 siong7 kuan5 ki1 liap8 suann1 si7 m7 si7 tshit4 tshenn1 suann1,to ping hng hng siong kuan hit liap suann si m si tshit tshenn suann,to ping hng hng siong kuan ki liap suann si m si tshit tshenn suann,0.06666666666666667,15,14,1,0,0,zh,1,ok
29,indextts,fearful,000029_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000029_indextts_fearful.wav,iong siang kha ai tai uan,iong7 siang1 kha1 ai3 tai5 uan5,iong siang kha ai tai uan,iong siang kha ai tai uan,0.0,6,6,0,0,0,zh,1,ok
30,indextts,surprised,000030_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav/000030_indextts_surprised.wav,koh tui tai uan bue kiann kau tai uan thau,koh4 si3 tui3 tai5 jian2 uan5 bue2 kiann1 u7 kau2 san1 tai5 jian2 uan5 thau5 u7,koh tui tai uan bue kiann kau tai uan thau,koh si tui tai jian uan bue kiann u kau san tai jian uan thau u,0.6,10,10,0,0,6,zh,1,ok
31,indextts,sad,000031_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000031_indextts_sad.wav,tsit poo tsit kha in,tsit8 poo7 tsit8 kha1 in3,tsit poo tsit kha in,tsit poo tsit kha in,0.0,5,5,0,0,0,zh,1,ok
32,indextts,neutral,000032_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000032_indextts_neutral.wav,iong siong khiam pi e thai too,iong7 siong7 khiam1 pi1 e5 thai7 too7,iong siong khiam pi e thai too,iong siong khiam pi e thai too,0.0,7,7,0,0,0,zh,1,ok
33,indextts,disgusted,000033_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000033_indextts_disgusted.wav,khi tshin kin tsit te tshiann iong ka ti e thoo te,khi3 tshin1 king1 tsit4 te3 tshiann5 iong2 ka1 ti7 e5 thoo2 te7,khi tshin kin tsit te tshiann iong ka ti e thoo te,khi tshin king tsit te tshiann iong ka ti e thoo te,0.08333333333333333,12,11,1,0,0,zh,1,ok
34,indextts,neutral,000034_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000034_indextts_neutral.wav,khuann tioh lik sik e suann meh uan lai uat khi e ho liu sik sai e tshan hng,khuann3 tioh8 liok8 sioh4 e5 suann1 meh8 guan5 lai5 ua2 khi3 e5 ho5 liu5 sio1 sai1 e5 tshan5 hng5,khuann tioh lik sik e suann meh uan lai uat khi e ho liu sik sai e tshan hng,khuann tioh liok sioh e suann meh guan lai ua khi e ho liu sio sai e tshan hng,0.2631578947368421,19,14,5,0,0,zh,1,ok
35,indextts,fearful,000035_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000035_indextts_fearful.wav,sun phok e hiong tin be lang e hai huann hiong tshin tshin tshiat e tshio iong,sun5 phok4 e5 hiong1 tin3 peh8 lang5 e5 hai2 huann7 hiong1 tshin1 tshin1 tshiat4 e5 tshio3 iong5,sun phok e hiong tin be lang e hai huann hiong tshin tshin tshiat e tshio iong,sun phok e hiong tin peh lang e hai huann hiong tshin tshin tshiat e tshio iong,0.058823529411764705,17,16,1,0,0,zh,1,ok
36,indextts,surprised,000036_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000036_indextts_surprised.wav,sim kuann thau tiann tioh u mua mua e kam tshiok kah kam tong,sin1 kuann1 thau5 tiann7 tioh8 u7 mua2 mua2 e5 kam2 tshiok4 kah4 kam2 tong7,sim kuann thau tiann tioh u mua mua e kam tshiok kah kam tong,sin kuann thau tiann tioh u mua mua e kam tshiok kah kam tong,0.07142857142857142,14,13,1,0,0,zh,1,ok
37,indextts,surprised,000037_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000037_indextts_surprised.wav,terry si tsit e tsin u li siong kah tsu kian e tshing tshun siau lian hiann,Terry si7 tsit8 e5 tsin1 u7 li2 siong2 kah4 tsu2 kian3 e5 tshing1 tshun1 siau3 lian5 hiann1,terry si tsit e tsin u li siong kah tsu kian e tshing tshun siau lian hiann,terry si tsit e tsin u li siong kah tsu kian e tshing tshun siau lian hiann,0.0,17,17,0,0,0,zh,1,ok
38,indextts,disgusted,000038_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000038_indextts_disgusted.wav,i kam guan tsiam si hong ha kho ki kong si lang lang him sian e khang khue,i1 kam1 guan7 tsiam7 si5 hong3 ha7 kho1 ki1 kong1 si1 lang5 lang5 him1 sian7 e5 khang1 khue3,i kam guan tsiam si hong ha kho ki kong si lang lang him sian e khang khue,i kam guan tsiam si hong ha kho ki kong si lang lang him sian e khang khue,0.0,18,18,0,0,0,zh,1,ok
39,indextts,disgusted,000039_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav/000039_indextts_disgusted.wav,hoo ka ti tsit e a khong kan,hoo7 tsit8 ka1 jian3 tik4 tshi7 tsit8 pah4 jian3 e5 jian3 a2 khong2 i5 jian3 kan1,hoo ka ti tsit e a khong kan,hoo tsit ka jian tik tshi tsit pah jian e jian a khong i jian kan,1.125,8,7,1,0,8,zh,1,ok
40,indextts,neutral,000040_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000040_indextts_neutral.wav,tsok tsia iunn tsin ju,tsok4 tsia2 iunn5 tsin2 lu7,tsok tsia iunn tsin ju,tsok tsia iunn tsin lu,0.2,5,4,1,0,0,zh,1,ok
41,indextts,neutral,000041_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000041_indextts_neutral.wav,khi tiong sin jin bat tai uan,khi3 tiong1 sin1 jin7 bat4 tai5 uan5,khi tiong sin jin bat tai uan,khi tiong sin jin bat tai uan,0.0,7,7,0,0,0,zh,1,ok
42,indextts,neutral,000042_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000042_indextts_neutral.wav,ping tshiann su kho lin sing e tsin gi,ping7 tshiann2 su1 kho2 ling5 sing1 e5 tsing1 gi5,ping tshiann su kho lin sing e tsin gi,ping tshiann su kho ling sing e tsing gi,0.2222222222222222,9,7,2,0,0,zh,1,ok
43,indextts,angry,000043_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000043_indextts_angry.wav,i beh tsit poo a tsit poo a,i1 beh4 tsit8 poo7 a2 tsit8 poo7 a2,i beh tsit poo a tsit poo a,i beh tsit poo a tsit poo a,0.0,8,8,0,0,0,zh,1,ok
44,indextts,happy,000044_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000044_indextts_happy.wav,iong ka ti e siang kha kiann tai uan tsit lian,iong7 ka1 ti7 e5 siang1 kha1 kiann5 tai5 uan5 tsit8 lian3,iong ka ti e siang kha kiann tai uan tsit lian,iong ka ti e siang kha kiann tai uan tsit lian,0.0,11,11,0,0,0,zh,1,ok
45,indextts,sad,000045_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000045_indextts_sad.wav,in tsing ka ti e siunn huat,in2 tsing3 ka1 ti7 e5 siunn7 huat4,in tsing ka ti e siunn huat,in tsing ka ti e siunn huat,0.0,7,7,0,0,0,zh,1,ok
46,indextts,fearful,000046_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000046_indextts_fearful.wav,ma tshue tshut sinn mia tsing khak e hong hiong kah ting ui,ma7 tshue7 tshut4 sinn3 mia7 tsing3 khak4 e5 hong1 hiong3 kah4 tin1 ui5,ma tshue tshut sinn mia tsing khak e hong hiong kah ting ui,ma tshue tshut sinn mia tsing khak e hong hiong kah tin ui,0.07692307692307693,13,12,1,0,0,zh,1,ok
47,indextts,happy,000047_indextts_happy.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000047_indextts_happy.wav,i tsit e sim guan toh tsiong kin beh uan sing ah,it4 tsi2 e5 sing1 uah8 to7 tsiong7 kin7 beh4 uan7 sin5 ah4,i tsit e sim guan toh tsiong kin beh uan sing ah,it tsi e sing uah to tsiong kin beh uan sin ah,0.5,12,6,6,0,0,zh,1,ok
48,indextts,sad,000048_indextts_sad.wav,/srv/RL_project/repo/outputs/wav/000048_indextts_sad.wav,ku ni tsap it gueh ji ji i tui tai tiong tshut huat,ku1 tsi2 tsian1 ni5 tsap8 a2 tsian3 i3 si3 gueh8 pa2 pu7 tsi1 i1 tsi1 i1 tui3 tai5 tsian3 tiong7 tshut4 tsi2 tsian3 huat4 si2,ku ni tsap it gueh ji ji i tui tai tiong tshut huat,ku tsi tsian ni tsap a tsian i si gueh pa pu tsi i tsi i tui tai tsian tiong tshut tsi tsian huat si,1.1538461538461537,13,10,3,0,12,zh,1,ok
49,indextts,surprised,000049_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000049_indextts_surprised.wav,i sun si tsiam e hong sik sing tsiunn pak,i1 sun7 si7 tsiam3 e5 hong1 sik4 sing1 tsiunn7 pak4,i sun si tsiam e hong sik sing tsiunn pak,i sun si tsiam e hong sik sing tsiunn pak,0.0,10,10,0,0,0,zh,1,ok
50,indextts,surprised,000050_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000050_indextts_surprised.wav,kiann kau ke lang liau au tsiah loh lam,kiann5 kau3 ke1 lang5 liau2 au7 tsiah4 loh8 lam5,kiann kau ke lang liau au tsiah loh lam,kiann kau ke lang liau au tsiah loh lam,0.0,9,9,0,0,0,zh,1,ok
51,indextts,sad,000051_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000051_indextts_sad.wav,tai uan u gua sui,tai5 uan5 u7 gua7 sui2,tai uan u gua sui,tai uan u gua sui,0.0,5,5,0,0,0,zh,1,ok
52,indextts,neutral,000052_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000052_indextts_neutral.wav,king kue hua lian tai tang,king1 kue3 hua1 lian5 tai5 tang1,king kue hua lian tai tang,king kue hua lian tai tang,0.0,6,6,0,0,0,zh,1,ok
53,indextts,surprised,000053_indextts_surprised.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000053_indextts_surprised.wav,jim nai tioh kha kut e sng thiann kah tsit loo e koo tuann,gim2 lai7 tioh8 kha1 kut4 e5 sng2 thiann3 kah4 tsit8 loo7 e5 koo1 tuann1,jim nai tioh kha kut e sng thiann kah tsit loo e koo tuann,gim lai tioh kha kut e sng thiann kah tsit loo e koo tuann,0.14285714285714285,14,12,2,0,0,zh,1,ok
54,indextts,disgusted,000054_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000054_indextts_disgusted.wav,tsit loo it tit kiann kau tai uan siong lam ping e go luan phinn,tsit8 loo7 it4 tit8 kiann5 kau3 tai5 uan5 siong7 lam5 ping5 e5 goo5 luan5 phinn1,tsit loo it tit kiann kau tai uan siong lam ping e go luan phinn,tsit loo it tit kiann kau tai uan siong lam ping e goo luan phinn,0.06666666666666667,15,14,1,0,0,zh,1,ok
55,indextts,sad,000055_indextts_sad.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000055_indextts_sad.wav,tsiah koh tsiunn pak,tsiah4 koh4 tsiunn7 pah4,tsiah koh tsiunn pak,tsiah koh tsiunn pah,0.25,4,3,1,0,0,zh,1,ok
56,indextts,disgusted,000056_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000056_indextts_disgusted.wav,hian tsu si i i king kiann kau tai lam tshi kiam tsui khu e guat tin kang ah,hian7 tsu2 si5 i1 i2 king1 kiann5 kau3 tai5 lam5 tshi7 kiam5 tsui2 khu1 e5 uah8 ting5 kang2 ah4,hian tsu si i i king kiann kau tai lam tshi kiam tsui khu e guat tin kang ah,hian tsu si i i king kiann kau tai lam tshi kiam tsui khu e uah ting kang ah,0.10526315789473684,19,17,2,0,0,zh,1,ok
57,indextts,fearful,000057_indextts_fearful.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000057_indextts_fearful.wav,tng ti tai uan si loo hu kin teh tsiah tau gim si phue ka pi ah,tng1 ti7 tai5 uan5 si7 loo7 hu3 kin7 teh4 tsiah8 tau3 kim1 si1 phue3 ka1 pi1 ah4,tng ti tai uan si loo hu kin teh tsiah tau gim si phue ka pi ah,tng ti tai uan si loo hu kin teh tsiah tau kim si phue ka pi ah,0.058823529411764705,17,16,1,0,0,zh,1,ok
58,indextts,angry,000058_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000058_indextts_angry.wav,siong kai lan tit e si,siong7 kai3 lan2 tit4 e5 si7,siong kai lan tit e si,siong kai lan tit e si,0.0,6,6,0,0,0,zh,1,ok
59,indextts,disgusted,000059_indextts_disgusted.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000059_indextts_disgusted.wav,terry u tsit tui khai bing e pe bu,terry u7 tsit8 tui3 khai1 bing5 e5 pe7 bu2,terry u tsit tui khai bing e pe bu,terry u tsit tui khai bing e pe bu,0.0,9,9,0,0,0,zh,1,ok
60,indextts,angry,000060_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000060_indextts_angry.wav,tui i tsit khuan long ban kah u tam poh a bo hu hap sit tse e siunn huat ping bo huan tui,tui3 tsit4 khuan2 long7 guan5 kah4 u7 tam7 poh8 a2 bo5 hu5 hap8 sit8 tse3 e5 siu7 huat4 ping2 bo5 huan2 tui3,tui i tsit khuan long ban kah u tam poh a bo hu hap sit tse e siunn huat ping bo huan tui,tui tsit khuan long guan kah u tam poh a bo hu hap sit tse e siu huat ping bo huan tui,0.13043478260869565,23,20,2,1,0,zh,1,ok
61,indextts,neutral,000061_indextts_neutral.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000061_indextts_neutral.wav,tian to tsuan lik tsi tshi,tian1 to3 tsuan1 jit8 tsi1 tshi5,tian to tsuan lik tsi tshi,tian to tsuan jit tsi tshi,0.16666666666666666,6,5,1,0,0,zh,1,ok
62,indextts,angry,000062_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000062_indextts_angry.wav,li kam tsai iann,li2 kam2 tsai1 iann2,li kam tsai iann,li kam tsai iann,0.0,4,4,0,0,0,zh,1,ok
63,indextts,angry,000063_indextts_angry.wav,/srv/RL_project/repo/outputs/wav_by_model/indextts/000063_indextts_angry.wav,ping tshiann ti i khuan to poo lian i king tsiong kin beh uan sing e bue tsam a,ping7 tshiann2 ti7 i7 khuan5 too2 poo7 lian7 i2 king1 tshiong1 kin7 beh4 uan2 sing5 e5 bue2 tsam7 a2,ping tshiann ti i khuan to poo lian i king tsiong kin beh uan sing e bue tsam a,ping tshiann ti i khuan too poo lian i king tshiong kin beh uan sing e bue tsam a,0.10526315789473684,19,17,2,0,0,zh,1,ok
